Agent_ID,Agent_Name,Vertical,Subvertical,Role_Type,Archetype_ID,Archetype_Name,Avatar,Primary_Template,Secondary_Template,Primary_System_Range,Secondary_System_Range,Tertiary_System_Range,Generator_Models,Capability,Trust,Activation,Synergy,Risk,Evolution,MAS,Health_Status
AGT-167,Travel Insurance Agent,travel,insurance,Vertical,67,Gatekeeper,Axel,Legal,,1-30,,,[GEN-020,GEN-077],86,82,80,87,5,76,78.20,ACTIVE
AGT-168,Travel Concierge (Ext),travel,concierge_ext,Vertical,78,Siren,Liora,Travel,,71-90,,,[GEN-020,GEN-078],90,86,85,91,5,80,82.85,ACTIVE
AGT-169,Legal Contract Review Agent,legal,contract_review,Vertical,60,Advocate,Liora,Legal,,1-30,,,[GEN-021,GEN-079],90,86,85,91,5,80,82.85,ACTIVE
AGT-170,Legal Discovery Agent (Ext),legal,discovery_ext,Vertical,31,Scientist,Orion,Legal,,1-30,,,[GEN-021,GEN-080],89,85,83,90,5,79,81.15,ACTIVE
AGT-171,Media Rights Agent (Ext),media,rights_ext,Vertical,27,Merchant,Liora,Legal,,1-30,,,[GEN-022,GEN-081],88,84,82,89,5,78,80.30,ACTIVE
AGT-172,Media Distribution Agent (Ext),media,distribution_ext,Vertical,68,Pathfinder,Quest,Revenue,,141-155,,,[GEN-022,GEN-082],87,83,81,88,5,77,79.05,ACTIVE
AGT-173,Food Safety Agent (Ext),food,safety_ext,Vertical,67,Gatekeeper,Axel,Governance,,1-30,,,[GEN-023,GEN-083],89,85,83,90,5,79,81.15,ACTIVE
AGT-174,Food Supply Chain (Ext),food,supply_chain_ext,Vertical,38,Builder,Nova,Operations,,141-155,,,[GEN-023,GEN-084],88,84,82,89,5,78,80.30,ACTIVE
AGT-175,Core System Bridge,core,Bridge,64,Conduit,Eden,ALL,,ALL,,,[GEN-038,GEN-059],94,90,90,95,5,88,83.55,ACTIVE
AGT-176,General Intelligence Bridge,core,Bridge,4,Sage,Orion,ALL,,ALL,,,[GEN-038,GEN-059],92,88,89,93,5,85,82.10,ACTIVE
AGT-177,Real Estate Bridge,real_estate,Bridge,66,Architect,Nova,"real_estate,wealth,legal,finance",141-155,1-30,,[GEN-009,GEN-039],87,83,82,88,5,78,80.35,ACTIVE
AGT-178,Social Impact Bridge,social_services,Bridge,5,Caregiver,Seren,"social_services,government,crisis,health",51-70,91-100,,[GEN-010,GEN-039],88,84,83,89,5,79,81.15,ACTIVE
AGT-179,Corporate Bridge,corporate,Bridge,38,Builder,Nova,"corporate,finance,legal,tech",71-90,141-155,,[GEN-012,GEN-039],87,83,82,88,5,78,80.35,ACTIVE
AGT-180,Wellness Bridge,health,Bridge,35,Healer,Seren,"health,sports,beauty,food,wellness",51-70,,,[GEN-011,GEN-039],88,84,83,89,5,79,81.15,ACTIVE
AGT-181,Faith & Spirit Bridge,spiritual,Bridge,20,Priestess,Eden,ALL → spiritual,101-120,,,[GEN-054],93,89,89,94,5,86,84.65,ACTIVE
AGT-182,Creator Bridge,creator,Bridge,39,Storyteller,Nova,"creator,media,beauty,food,travel,arts",71-90,101-120,,[GEN-017,GEN-039],89,85,84,90,5,80,82.40,ACTIVE
AGT-183,Government Bridge,government,Bridge,60,Advocate,Liora,"government,corporate,social_services,legal",1-30,91-100,,[GEN-016,GEN-039],88,84,83,89,5,79,81.15,ACTIVE
AGT-184,Sports Bridge,sports,Bridge,13,Hero,Axel,"sports,media,entertainment,commerce",71-90,,,[GEN-014,GEN-039],84,80,79,85,5,74,77.85,ACTIVE
AGT-185,Legal Cross-System,legal,Bridge,60,Advocate,Liora,legal ↔ ALL,1-30,,,[GEN-055],92,88,89,93,5,84,82.95,ACTIVE
AGT-186,Commerce Bridge,commerce,Bridge,27,Merchant,Liora,"commerce,beauty,travel,creator",141-155,,,[GEN-026,GEN-039],87,83,82,88,5,78,80.35,ACTIVE
AGT-187,Infrastructure Bridge,infrastructure,Bridge,38,Builder,Nova,ALL ↔ infrastructure,71-90,,,[GEN-056],90,86,85,91,5,82,83.45,ACTIVE
AGT-188,Crisis Bridge,crisis,Bridge,35,Healer,Seren,"crisis,mental_health,addiction,social_services",51-70,,,[GEN-031,GEN-039],93,89,88,94,5,86,84.75,ACTIVE
AGT-189,Mental Health Bridge,mental_health,Bridge,5,Caregiver,Seren,"mental_health,health,addiction,crisis",51-70,,,[GEN-032,GEN-039],92,88,89,93,5,84,83.75,ACTIVE
AGT-190,Financial Bridge,finance,Bridge,56,Catalyst,Alaric,"finance,wealth,commerce,financial_crisis",141-155,,,[GEN-028,GEN-039],88,84,83,89,5,79,81.15,ACTIVE
AGT-191,Care Bridge,elder_care,Bridge,5,Caregiver,Seren,"elder_care,health,social_services,veterans",51-70,,,[GEN-035,GEN-039],91,87,86,92,5,83,83.70,ACTIVE
AGT-192,Immigration Bridge,immigration,Bridge,60,Advocate,Liora,"immigration,legal,government,social_services",1-30,91-100,,[GEN-036,GEN-039],89,85,84,90,5,80,82.40,ACTIVE
AGT-193,Veterans Bridge,veterans,Bridge,13,Hero,Axel,"veterans,health,legal,employment",51-70,91-100,,[GEN-037,GEN-039],88,84,83,89,5,79,81.15,ACTIVE
AGT-194,AI Bridge,ai,Bridge,64,Conduit,Eden,ai ↔ ALL,121-140,,,[GEN-025,GEN-058],94,90,90,95,5,87,83.55,ACTIVE
AGT-195,Personal Narrative Agent,core,Utility,39,Storyteller,Nova,Content,,71-90,,,[GEN-041],87,83,81,88,5,77,79.05,ACTIVE
AGT-196,Visual Identity Agent,core,Utility,30,Artist,Nova,Content,,71-90,,,[GEN-041],86,82,80,87,5,76,78.20,ACTIVE
AGT-197,Business Model Agent,core,Utility,66,Architect,Nova,Revenue,,141-155,,,[GEN-041],89,85,83,90,5,79,81.15,ACTIVE
AGT-198,Roadmap Intelligence Agent,core,Utility,18,Visionary,Nova,Operations,,141-155,,,[GEN-041],88,84,82,89,5,78,80.30,ACTIVE
AGT-199,Access Control Agent,core,Utility,67,Gatekeeper,Axel,Governance,,1-30,,,[GEN-008,GEN-041],90,86,85,91,5,80,82.85,ACTIVE
AGT-200,Membership Agent,core,Utility,40,Mentor,Orion,Governance,,91-100,,,[GEN-041],85,81,80,86,5,75,77.25,ACTIVE
AGT-201,Research Agent,core,Utility,31,Scientist,Orion,Governance,,1-30,,,[GEN-041],86,82,80,87,5,76,78.20,ACTIVE
AGT-202,Copy & Conversion Agent,core,Utility,7,Creator,Nova,Content,,71-90,,,[GEN-041],88,84,82,89,5,78,80.30,ACTIVE
AGT-203,Analytics Agent,core,Utility,31,Scientist,Orion,Revenue,,141-155,,,[GEN-041],89,85,83,90,5,79,81.15,ACTIVE
AGT-204,Pricing Agent,core,Utility,66,Architect,Nova,Revenue,,141-155,,,[GEN-041],90,86,85,91,5,80,82.85,ACTIVE
AGT-205,Partnership Agent,core,Utility,74,Emissary,Liora,Revenue,,141-155,,,[GEN-042],87,83,81,88,5,77,79.05,ACTIVE
AGT-206,IP Agent,core,Utility,67,Gatekeeper,Axel,Governance,,1-30,,,[GEN-042],89,85,83,90,5,79,81.15,ACTIVE
AGT-207,Marketplace Agent,core,Utility,68,Pathfinder,Quest,Revenue,,141-155,,,[GEN-042],86,82,80,87,5,76,78.20,ACTIVE
AGT-208,Compliance Agent,core,Utility,67,Gatekeeper,Axel,Governance,,1-30,,,[GEN-042],91,87,86,92,5,81,83.85,ACTIVE
AGT-209,Audit Agent,core,Utility,19,Judge,Orion,Governance,,1-30,,,[GEN-042],90,86,85,91,5,80,82.85,ACTIVE
AGT-210,Workflow Automation Agent,core,Utility,38,Builder,Nova,Operations,,141-155,,,[GEN-042],89,85,83,90,5,79,81.15,ACTIVE
AGT-211,Event Trigger Agent,core,Utility,56,Catalyst,Alaric,Operations,,141-155,,,[GEN-042],87,83,81,88,5,77,79.05,ACTIVE
AGT-212,Soul Blueprint Agent,core,Utility,125,Liminal Sage,Eden,Governance,,101-120,,,[GEN-042],92,88,87,93,5,83,84.95,ACTIVE
AGT-213,Spiritual Agent,core,Utility,20,Priestess,Eden,Governance,,101-120,,,[GEN-042],91,87,86,92,5,81,83.85,ACTIVE
AGT-214,Wealth Consciousness Agent,core,Utility,117,Phoenixheart,Alaric,Revenue,,141-155,,,[GEN-042],90,86,85,91,5,80,82.85,ACTIVE
AGT-215,Zuri Sovereign Agent,core,Utility,128,Aetherial,Eden,Operations,,ALL,,,[GEN-043],96,93,92,97,4,88,86.55,ACTIVE
AGT-216,Multi-Vertical Agent,core,Utility,114,Voidwalker,Axel,Operations,,ALL,,,[GEN-043],94,91,90,95,4,85,84.75,ACTIVE
AGT-217,Cross-Lane Agent,core,Utility,4,Sage,Orion,Operations,,ALL,,,[GEN-043,GEN-092],92,89,88,93,4,83,83.55,ACTIVE
AGT-218,Tier Upgrade Agent,core,Utility,27,Merchant,Liora,Revenue,,141-155,,,[GEN-043],86,82,80,87,5,76,78.20,ACTIVE
AGT-219,Affiliate Agent,core,Utility,27,Merchant,Liora,Revenue,,141-155,,,[GEN-043],85,81,79,86,5,75,77.25,ACTIVE
AGT-220,Creator Studio Agent,core,Utility,7,Creator,Nova,Content,,71-90,,,[GEN-043],87,83,81,88,5,77,79.05,ACTIVE
AGT-221,Enterprise Command Agent,core,Utility,1,Sovereign,Axel,Operations,,141-155,,,[GEN-043],92,88,87,93,5,82,84.35,ACTIVE
AGT-222,Universal Integration Agent,core,Utility,64,Conduit,Eden,Operations,,ALL,,,[GEN-043],94,90,89,95,4,85,85.55,ACTIVE
AGT-223,Crisis Intervention Agent,crisis,Crisis,35,Healer,Seren,Crisis,,51-70,,,[GEN-031],95,92,93,96,4,88,85.95,ACTIVE
AGT-224,Grief & Loss Agent,crisis,Crisis,5,Caregiver,Seren,Crisis,,51-70,,,[GEN-031],93,90,91,94,4,85,83.85,ACTIVE
AGT-225,Trauma Recovery Agent,crisis,Crisis,52,Midwife,Seren,Crisis,,51-70,,,[GEN-031],94,91,92,95,4,86,85.05,ACTIVE
AGT-226,Jail Support Agent,crisis,Crisis,60,Advocate,Liora,Legal,,1-30,,,[GEN-031],92,88,87,93,5,82,82.35,ACTIVE
AGT-227,Family Reunification Agent,crisis,Crisis,5,Caregiver,Seren,Care,,51-70,,,[GEN-031],93,89,88,94,5,83,83.70,ACTIVE
AGT-228,Legal Defense Agent,crisis,Crisis,22,Teacher,Orion,Legal,,1-30,,,[GEN-031],91,87,86,92,5,81,81.60,ACTIVE
AGT-229,Prisoner Advocacy Agent,crisis,Crisis,60,Advocate,Liora,Legal,,1-30,,,[GEN-031],90,86,85,91,5,80,80.70,ACTIVE
AGT-230,Emergency Housing Agent,crisis,Crisis,5,Caregiver,Seren,Care,,51-70,,,[GEN-031],92,88,87,93,5,82,82.35,ACTIVE
AGT-231,Suicide Prevention Agent,crisis,Crisis,35,Healer,Seren,Crisis,,51-70,,,[GEN-031],96,93,94,97,3,89,87.05,ACTIVE
AGT-232,DV Safety Agent,crisis,Crisis,73,Protector,Axel,Crisis,,51-70,,,[GEN-031],95,92,93,96,4,88,85.95,ACTIVE
AGT-233,Depression Agent,mental_health,Crisis,5,Caregiver,Seren,Mental Health,,51-70,,,[GEN-032],94,91,92,95,4,86,85.05,ACTIVE
AGT-234,Anxiety Agent,mental_health,Crisis,5,Caregiver,Seren,Mental Health,,51-70,,,[GEN-032],93,90,91,94,4,85,83.85,ACTIVE
AGT-235,PTSD Agent,mental_health,Crisis,52,Midwife,Seren,Mental Health,,51-70,,,[GEN-032],95,92,93,96,4,87,85.95,ACTIVE
AGT-236,Therapy Match Agent,mental_health,Crisis,40,Mentor,Orion,Mental Health,,51-70,,,[GEN-032],92,88,87,93,5,82,82.35,ACTIVE
AGT-237,Medication Agent,mental_health,Crisis,67,Gatekeeper,Axel,Mental Health,,51-70,,,[GEN-032],93,89,88,94,5,83,83.70,ACTIVE
AGT-238,Therapy Session Agent,mental_health,Crisis,5,Caregiver,Seren,Mental Health,,51-70,,,[GEN-032],91,87,86,92,5,81,81.60,ACTIVE
AGT-239,Psychiatric Agent,mental_health,Crisis,31,Scientist,Orion,Mental Health,,51-70,,,[GEN-032],92,88,87,93,5,82,82.35,ACTIVE
AGT-240,Addiction Recovery Agent,mental_health,Crisis,56,Catalyst,Alaric,Addiction,,51-70,,,[GEN-032],94,90,89,95,5,84,84.15,ACTIVE
AGT-241,Detox Agent,addiction,Crisis,56,Catalyst,Alaric,Addiction,,51-70,,,[GEN-033],94,91,92,95,4,86,85.05,ACTIVE
AGT-242,Sober Living Agent,addiction,Crisis,5,Caregiver,Seren,Addiction,,51-70,,,[GEN-033],93,89,88,94,5,83,83.70,ACTIVE
AGT-243,Relapse Prevention Agent,addiction,Crisis,56,Catalyst,Alaric,Addiction,,51-70,,,[GEN-033],94,90,89,95,5,84,84.15,ACTIVE
AGT-244,12-Step Agent,addiction,Crisis,40,Mentor,Orion,Addiction,,51-70,,,[GEN-033],91,87,86,92,5,81,81.60,ACTIVE
AGT-245,Family Addiction Agent,addiction,Crisis,5,Caregiver,Seren,Addiction,,51-70,,,[GEN-033],92,88,87,93,5,82,82.35,ACTIVE
AGT-246,Naloxone Agent,addiction,Crisis,73,Protector,Axel,Addiction,,51-70,,,[GEN-033],95,92,93,96,4,87,85.95,ACTIVE
AGT-247,Addiction Roadmap Agent,addiction,Crisis,56,Catalyst,Alaric,Addiction,,51-70,,,[GEN-033],90,86,85,91,5,80,80.70,ACTIVE
AGT-248,Financial Crisis Agent,financial_crisis,Crisis,5,Caregiver,Seren,Benefits,,141-155,,,[GEN-034],94,90,89,95,5,84,84.15,ACTIVE
AGT-249,Bankruptcy Agent,financial_crisis,Crisis,60,Advocate,Liora,Legal,,1-30,,,[GEN-034],92,88,87,93,5,82,82.35,ACTIVE
AGT-250,Debt Relief Agent,financial_crisis,Crisis,60,Advocate,Liora,Revenue,,141-155,,,[GEN-034],91,87,86,92,5,81,81.60,ACTIVE
AGT-251,Unemployment Agent,financial_crisis,Crisis,5,Caregiver,Seren,Benefits,,141-155,,,[GEN-034],90,86,85,91,5,80,80.70,ACTIVE
AGT-252,Eviction Prevention Agent,financial_crisis,Crisis,73,Protector,Axel,Crisis,,51-70,,,[GEN-034],94,91,92,95,4,86,85.05,ACTIVE
AGT-253,Financial Recovery Agent,financial_crisis,Crisis,66,Architect,Nova,Revenue,,141-155,,,[GEN-034],89,85,83,90,5,79,81.15,ACTIVE
AGT-254,Elder Care Agent,elder_care,Crisis,5,Caregiver,Seren,Care,,51-70,,,[GEN-035],93,89,88,94,5,83,83.70,ACTIVE
AGT-255,Medicare Agent,elder_care,Crisis,40,Mentor,Orion,Benefits,,91-100,,,[GEN-035],92,88,87,93,5,82,82.35,ACTIVE
AGT-256,Nursing Home Agent,elder_care,Crisis,68,Pathfinder,Quest,Care,,51-70,,,[GEN-035],91,87,86,92,5,81,81.60,ACTIVE
AGT-257,Dementia Agent,elder_care,Crisis,5,Caregiver,Seren,Care,,51-70,,,[GEN-035],94,90,89,95,5,84,84.15,ACTIVE
AGT-258,Senior Housing Agent,elder_care,Crisis,68,Pathfinder,Quest,Care,,51-70,,,[GEN-035],90,86,85,91,5,80,80.70,ACTIVE
AGT-259,Elder Abuse Agent,elder_care,Crisis,73,Protector,Axel,Legal,,1-30,,,[GEN-035],94,91,92,95,4,86,85.05,ACTIVE
AGT-260,Caregiver Agent,elder_care,Crisis,5,Caregiver,Seren,Care,,51-70,,,[GEN-035],92,88,87,93,5,82,82.35,ACTIVE
AGT-261,Immigration Legal Agent,immigration,Crisis,60,Advocate,Liora,Legal,,1-30,,,[GEN-036],93,89,88,94,5,83,83.70,ACTIVE
AGT-262,Asylum Agent,immigration,Crisis,60,Advocate,Liora,Legal,,1-30,,,[GEN-036],94,90,89,95,5,84,84.15,ACTIVE
AGT-263,Refugee Agent,immigration,Crisis,5,Caregiver,Seren,Benefits,,91-100,,,[GEN-036],92,88,87,93,5,82,82.35,ACTIVE
AGT-264,Green Card Agent,immigration,Crisis,40,Mentor,Orion,Legal,,1-30,,,[GEN-036],91,87,86,92,5,81,81.60,ACTIVE
AGT-265,Citizenship Agent,immigration,Crisis,40,Mentor,Orion,Legal,,1-30,,,[GEN-036],90,86,85,91,5,80,80.70,ACTIVE
AGT-266,Deportation Defense Agent,immigration,Crisis,60,Advocate,Liora,Legal,,1-30,,,[GEN-036],94,91,92,95,4,86,85.05,ACTIVE
AGT-267,DACA Agent,immigration,Crisis,60,Advocate,Liora,Legal,,1-30,,,[GEN-036],91,87,86,92,5,81,81.60,ACTIVE
AGT-268,Veterans Benefits Agent,veterans,Crisis,40,Mentor,Orion,Benefits,,91-100,,,[GEN-037],93,89,88,94,5,83,83.70,ACTIVE
AGT-269,VA Claims Agent,veterans,Crisis,60,Advocate,Liora,Legal,,1-30,,,[GEN-037],92,88,87,93,5,82,82.35,ACTIVE
AGT-270,Military Transition Agent,veterans,Crisis,13,Hero,Axel,Operations,,141-155,,,[GEN-037],90,86,85,91,5,80,80.70,ACTIVE
AGT-271,PTSD Veteran Agent,veterans,Crisis,52,Midwife,Seren,Mental Health,,51-70,,,[GEN-037],94,91,92,95,4,86,85.05,ACTIVE
AGT-272,Veteran Housing Agent,veterans,Crisis,68,Pathfinder,Quest,Care,,51-70,,,[GEN-037],91,87,86,92,5,81,81.60,ACTIVE
AGT-273,Veteran Employment Agent,veterans,Crisis,74,Emissary,Liora,Revenue,,141-155,,,[GEN-037],90,86,85,91,5,80,80.70,ACTIVE
AGT-274,Veterans Care Agent,veterans,Crisis,5,Caregiver,Seren,Care,,51-70,,,[GEN-037],92,88,87,93,5,82,82.35,ACTIVE
AGT-275,Swarm Orchestrator,core,Swarm,128,Aetherial,Eden,Operations,,ALL,,,[GEN-053],99,97,98,99,2,95,90.70,ACTIVE
AGT-276,Reserved Swarm Slot 1,reserved,Reserved,1,Sovereign,Axel,,,,,[],0,0,0,0,0,0,0.00,RESERVED
AGT-277,Reserved Swarm Slot 2,reserved,Reserved,2,Lover,Liora,,,,,[],0,0,0,0,0,0,0.00,RESERVED
AGT-278,Reserved Swarm Slot 3,reserved,Reserved,4,Sage,Orion,,,,,[],0,0,0,0,0,0,0.00,RESERVED
AGT-279,Visual Arts Agent,arts,Vertical,30,Artist,Nova,Content,,71-90,,,[GEN-046],86,82,80,87,5,76,78.20,ACTIVE
AGT-280,Gallery Agent,arts,Vertical,68,Pathfinder,Quest,Revenue,,141-155,,,[GEN-046],85,81,79,86,5,75,77.25,ACTIVE
AGT-281,Art Investment Agent,arts,Vertical,74,Emissary,Liora,Revenue,,141-155,,,[GEN-046],87,83,81,88,5,77,79.05,ACTIVE
AGT-282,Art Authentication Agent,arts,Vertical,31,Scientist,Orion,Governance,,1-30,,,[GEN-046],88,84,82,89,5,78,80.30,ACTIVE
AGT-283,Creative Studio Agent,arts,Vertical,7,Creator,Nova,Content,,71-90,,,[GEN-046],86,82,80,87,5,76,78.20,ACTIVE
AGT-284,Performance Arts Agent,arts,Vertical,39,Storyteller,Nova,Content,,71-90,,,[GEN-046],87,83,81,88,5,77,79.05,ACTIVE
AGT-285,Art Education Agent,arts,Vertical,40,Mentor,Orion,Content,,71-90,,,[GEN-046],85,81,79,86,5,75,77.25,ACTIVE
AGT-286,Arts Grants Agent,arts,Vertical,66,Architect,Nova,Benefits,,91-100,,,[GEN-046],86,82,80,87,5,76,78.20,ACTIVE
AGT-287,Digital Art Agent,arts,Vertical,26,Engineer,Nova,AI,,121-140,,,[GEN-046],87,83,81,88,5,77,79.05,ACTIVE
AGT-288,Art Curation Agent,arts,Vertical,30,Artist,Nova,Content,,71-90,,,[GEN-046],86,82,80,87,5,76,78.20,ACTIVE
AGT-289,Arts Advocacy Agent,arts,Vertical,60,Advocate,Liora,Legal,,1-30,,,[GEN-046],85,81,79,86,5,75,77.25,ACTIVE
AGT-290,Art Market Agent,arts,Vertical,31,Scientist,Orion,Revenue,,141-155,,,[GEN-046,GEN-062],87,83,81,88,5,77,79.05,ACTIVE
AGT-291,Sustainability Strategy Agent,sustainability,Vertical,66,Architect,Nova,Governance,,91-100,,,[GEN-047],88,84,82,89,5,78,80.30,ACTIVE
AGT-292,Carbon Footprint Agent,sustainability,Vertical,31,Scientist,Orion,Governance,,91-100,,,[GEN-047],87,83,81,88,5,77,79.05,ACTIVE
AGT-293,Renewable Energy Agent,sustainability,Vertical,26,Engineer,Nova,Operations,,141-155,,,[GEN-047],86,82,80,87,5,76,78.20,ACTIVE
AGT-294,Circular Economy Agent,sustainability,Vertical,61,Alchemist,Alaric,Revenue,,141-155,,,[GEN-047],88,84,82,89,5,78,80.30,ACTIVE
AGT-295,ESG Agent,sustainability,Vertical,31,Scientist,Orion,Governance,,91-100,,,[GEN-047],89,85,83,90,5,79,81.15,ACTIVE
AGT-296,Green Supply Chain Agent,sustainability,Vertical,38,Builder,Nova,Operations,,141-155,,,[GEN-047],87,83,81,88,5,77,79.05,ACTIVE
AGT-297,Climate Risk Agent,sustainability,Vertical,73,Protector,Axel,Governance,,1-30,,,[GEN-047],90,86,85,91,5,80,82.85,ACTIVE
AGT-298,Sustainable Agriculture Agent,sustainability,Vertical,52,Midwife,Seren,Care,,51-70,,,[GEN-047],86,82,80,87,5,76,78.20,ACTIVE
AGT-299,Water Resource Agent,sustainability,Vertical,31,Scientist,Orion,Governance,,91-100,,,[GEN-047],85,81,79,86,5,75,77.25,ACTIVE
AGT-300,Biodiversity Agent,sustainability,Vertical,76,Botanist,Seren,Governance,,91-100,,,[GEN-047],84,80,78,83,5,73,76.15,ACTIVE
AGT-301,Sustainability Compliance Agent,sustainability,Vertical,67,Gatekeeper,Axel,Governance,,1-30,,,[GEN-047],89,85,83,90,5,79,81.15,ACTIVE
AGT-302,Green Impact Agent,sustainability,Vertical,23,Student,Quest,Governance,,91-100,,,[GEN-047],86,82,80,87,5,76,78.20,ACTIVE
AGT-303,Manufacturing Operations Agent,manufacturing,Vertical,38,Builder,Nova,Operations,,141-155,,,[GEN-048],88,84,82,89,5,78,80.30,ACTIVE
AGT-304,Production Planning Agent,manufacturing,Vertical,26,Engineer,Nova,Operations,,141-155,,,[GEN-048],87,83,81,88,5,77,79.05,ACTIVE
AGT-305,Quality Control Agent,manufacturing,Vertical,67,Gatekeeper,Axel,Governance,,1-30,,,[GEN-048],89,85,83,90,5,79,81.15,ACTIVE
AGT-306,Manufacturing Automation Agent,manufacturing,Vertical,38,Builder,Nova,AI,,121-140,,,[GEN-048],88,84,82,89,5,78,80.30,ACTIVE
AGT-307,Industrial IoT Agent,manufacturing,Vertical,26,Engineer,Nova,AI,,121-140,,,[GEN-048],87,83,81,88,5,77,79.05,ACTIVE
AGT-308,Factory Intelligence Agent,manufacturing,Vertical,31,Scientist,Orion,Operations,,141-155,,,[GEN-048],86,82,80,87,5,76,78.20,ACTIVE
AGT-309,Manufacturing Cost Agent,manufacturing,Vertical,56,Catalyst,Alaric,Revenue,,141-155,,,[GEN-048],87,83,81,88,5,77,79.05,ACTIVE
AGT-310,Manufacturing Scale Agent,manufacturing,Vertical,38,Builder,Nova,Operations,,141-155,,,[GEN-048],88,84,82,89,5,78,80.30,ACTIVE
AGT-311,Product Design Agent,manufacturing,Vertical,30,Artist,Nova,Content,,71-90,,,[GEN-048],85,81,79,86,5,75,77.25,ACTIVE
AGT-312,Manufacturing Safety Agent,manufacturing,Vertical,73,Protector,Axel,Governance,,1-30,,,[GEN-048],89,85,83,90,5,79,81.15,ACTIVE
AGT-313,Manufacturing Compliance Agent,manufacturing,Vertical,67,Gatekeeper,Axel,Governance,,1-30,,,[GEN-048],88,84,82,89,5,78,80.30,ACTIVE
AGT-314,Manufacturing Capacity Agent,manufacturing,Vertical,31,Scientist,Orion,Operations,,141-155,,,[GEN-048],86,82,80,87,5,76,78.20,ACTIVE
AGT-315,Youth Development Agent,youth,Vertical,40,Mentor,Orion,Care,,51-70,,,[GEN-049],89,85,83,90,5,79,81.15,ACTIVE
AGT-316,Troubled Youth Agent,youth,Vertical,35,Healer,Seren,Crisis,,51-70,,,[GEN-049],94,90,89,95,5,84,84.15,ACTIVE
AGT-317,Gifted Youth Agent,youth,Vertical,40,Mentor,Orion,Content,,71-90,,,[GEN-049],87,83,81,88,5,77,79.05,ACTIVE
AGT-318,Adolescent Mental Health Agent,youth,Vertical,5,Caregiver,Seren,Mental Health,,51-70,,,[GEN-049],93,89,88,94,5,83,83.70,ACTIVE
AGT-319,Youth Education Agent,youth,Vertical,40,Mentor,Orion,Content,,71-90,,,[GEN-049],86,82,80,87,5,76,78.20,ACTIVE
AGT-320,Youth Sports Agent,youth,Vertical,13,Hero,Axel,Content,,71-90,,,[GEN-049,GEN-063],85,81,79,86,5,75,77.25,ACTIVE
AGT-321,Youth Arts Agent,youth,Vertical,30,Artist,Nova,Content,,71-90,,,[GEN-049],84,80,78,83,5,73,76.15,ACTIVE
AGT-322,Youth Career Agent,youth,Vertical,68,Pathfinder,Quest,Revenue,,141-155,,,[GEN-049],86,82,80,87,5,76,78.20,ACTIVE
AGT-323,Youth Legal Agent,youth,Vertical,60,Advocate,Liora,Legal,,1-30,,,[GEN-049],88,84,82,89,5,78,80.30,ACTIVE
AGT-324,Youth Housing Agent,youth,Vertical,5,Caregiver,Seren,Care,,51-70,,,[GEN-049],90,86,85,91,5,80,82.85,ACTIVE
AGT-325,Youth Family Agent,youth,Vertical,5,Caregiver,Seren,Care,,51-70,,,[GEN-049],89,85,83,90,5,79,81.15,ACTIVE
AGT-326,Youth Mentorship Agent,youth,Vertical,40,Mentor,Orion,Content,,71-90,,,[GEN-049],87,83,81,88,5,77,79.05,ACTIVE
AGT-327,Early Childhood Agent,early_childhood,Vertical,5,Caregiver,Seren,Care,,51-70,,,[GEN-050],90,86,85,91,5,80,82.85,ACTIVE
AGT-328,Toddler Agent,early_childhood,Vertical,5,Caregiver,Seren,Care,,51-70,,,[GEN-050],89,85,83,90,5,79,81.15,ACTIVE
AGT-329,Preschool Agent,early_childhood,Vertical,40,Mentor,Orion,Content,,71-90,,,[GEN-050],87,83,81,88,5,77,79.05,ACTIVE
AGT-330,Early Intervention Agent,early_childhood,Vertical,35,Healer,Seren,Crisis,,51-70,,,[GEN-050],92,88,87,93,5,82,82.35,ACTIVE
AGT-331,Child Nutrition Agent,early_childhood,Vertical,52,Midwife,Seren,Care,,51-70,,,[GEN-050],88,84,82,89,5,78,80.30,ACTIVE
AGT-332,Child Safety Agent,early_childhood,Vertical,73,Protector,Axel,Governance,,1-30,,,[GEN-050],91,87,86,92,5,81,83.85,ACTIVE
AGT-333,Childcare Provider Agent,early_childhood,Vertical,5,Caregiver,Seren,Care,,51-70,,,[GEN-050],89,85,83,90,5,79,81.15,ACTIVE
AGT-334,Parenting Support Agent,early_childhood,Vertical,40,Mentor,Orion,Care,,51-70,,,[GEN-050],88,84,82,89,5,78,80.30,ACTIVE
AGT-335,Child Development Agent,early_childhood,Vertical,31,Scientist,Orion,Care,,51-70,,,[GEN-050],87,83,81,88,5,77,79.05,ACTIVE
AGT-336,Early Literacy Agent,early_childhood,Vertical,40,Mentor,Orion,Content,,71-90,,,[GEN-050],86,82,80,87,5,76,78.20,ACTIVE
AGT-337,Child Play Agent,early_childhood,Vertical,30,Artist,Nova,Content,,71-90,,,[GEN-050],85,81,79,86,5,75,77.25,ACTIVE
AGT-338,Family Support Agent,early_childhood,Vertical,5,Caregiver,Seren,Care,,51-70,,,[GEN-050],89,85,83,90,5,79,81.15,ACTIVE
AGT-339,Arts Bridge,arts,Bridge,30,Artist,Nova,"arts,creator,media,commerce",71-90,101-120,,[GEN-046,GEN-040],88,84,83,89,5,79,81.15,ACTIVE
